,pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
3319,ANSL_70161,2018-02-28 00:00:00,2018-05-22 18:23:00,1.0,Tricolor,0.14,24.59,0,1,0.0,2
3320,ANSL_54131,2017-04-23 00:00:00,2018-06-11 18:38:00,1.0,White,0.91,33.44,0,1,0.0,4
3321,ANSL_58515,2014-05-09 00:00:00,2017-06-02 18:07:00,1.0,Brown Tabby,0.92,20.6,0,1,0.0,1
3323,ANSL_54614,2017-11-07 00:00:00,2018-05-27 16:59:00,1.0,Brown,0.16,29.6,0,7,0.0,2
3324,ANSL_55127,2013-12-26 00:00:00,2017-01-20 17:13:00,0.0,Brown,0.75,11.02,0,7,1.0,2
3325,ANSL_54972,2010-02-27 00:00:00,2017-04-02 18:45:00,0.0,Black,0.28,7.59,0,1,1.0,2
3326,ANSL_55511,2016-11-15 00:00:00,2016-12-21 00:00:00,2.0,Brown Tabby,0.51,27.74,13,9,1.0,1
3328,ANSL_65501,2016-11-21 00:00:00,2019-01-13 11:30:00,2.0,White,0.52,46.66,13,9,1.0,2
3329,ANSL_73744,2016-11-22 00:00:00,2018-12-16 14:29:00,2.0,Cream,0.53,8.03,13,9,0.0,2
3330,ANSL_62107,2018-07-17 00:00:00,2018-09-05 00:00:00,2.0,Brown Brindle,0.9,35.9,13,9,0.0,2
3331,ANSL_56680,2016-11-12 00:00:00,2018-01-15 13:33:00,1.0,Orange Tabby,0.71,18.8,13,9,0.0,1
3332,ANSL_50295,2016-07-06 00:00:00,2019-02-19 14:45:00,0.0,Tortie,0.07,12.21,13,9,1.0,1
3333,ANSL_55056,2014-09-15 00:00:00,2017-11-22 08:35:00,0.0,Brown,0.27,27.43,7,1,1.0,2
3335,ANSL_53122,2018-07-06 00:00:00,2018-11-27 10:39:00,0.0,Black,0.24,26.48,7,1,1.0,1
3336,ANSL_54031,2004-06-26 00:00:00,2016-07-16 15:36:00,2.0,Tan,0.99,39.48,0,7,0.0,2
3337,ANSL_49999,2017-09-09 00:00:00,2018-10-04 18:24:00,0.0,Tortie,0.37,9.99,17,9,1.0,1
3338,ANSL_71552,2016-12-28 00:00:00,2017-03-31 13:29:00,1.0,Sable,0.21,30.89,0,1,0.0,2
3339,ANSL_71827,2016-12-26 00:00:00,2019-02-03 16:15:00,0.0,White,1.0,32.14,0,1,1.0,2
3340,ANSL_54167,2012-03-28 00:00:00,2017-04-18 16:40:00,,White,0.79,14.85,18,4,2.0,1
3341,ANSL_57919,2017-06-25 00:00:00,2018-07-15 16:43:00,,Red,0.31,49.44,15,4,2.0,4
3342,ANSL_68969,2018-10-23 00:00:00,2019-03-18 13:30:00,2.0,Blue Tabby,0.66,29.85,17,9,1.0,1
3343,ANSL_72090,2016-11-21 00:00:00,2018-03-10 12:00:00,1.0,Red,0.99,24.91,0,1,0.0,2
3344,ANSL_70669,2011-10-26 00:00:00,2016-09-11 12:12:00,0.0,Brown Brindle,0.96,14.71,0,1,1.0,2
3345,ANSL_58333,2015-11-23 00:00:00,2018-12-14 12:32:00,2.0,Tan,0.83,26.05,0,7,0.0,2
3346,ANSL_60682,2017-08-05 00:00:00,2017-11-11 19:12:00,1.0,Cream Tabby,1.0,18.25,0,1,0.0,1
3347,ANSL_57070,2015-09-26 00:00:00,2017-10-17 13:40:00,2.0,Blue,0.66,31.36,0,7,0.0,2
3348,ANSL_50727,2016-11-01 00:00:00,2017-11-27 00:00:00,0.0,Brown,0.66,15.62,13,9,1.0,2
3349,ANSL_65493,2006-07-08 00:00:00,2016-08-05 18:59:00,0.0,Cream,0.06,44.2,0,1,1.0,2
3351,ANSL_56878,2012-05-09 00:00:00,2017-06-20 18:16:00,0.0,Brown Tabby,0.15,10.56,0,1,1.0,1
3352,ANSL_58179,2016-07-18 00:00:00,2016-10-24 12:36:00,1.0,Black,0.3,16.27,7,1,0.0,1
3353,ANSL_58776,2013-06-13 00:00:00,2017-08-29 14:15:00,0.0,Tortie,0.08,20.84,0,1,1.0,1
3354,ANSL_58513,2017-04-24 00:00:00,2018-06-19 13:03:00,0.0,Brown Brindle,0.74,32.82,0,7,1.0,2
3355,ANSL_53868,2017-10-23 00:00:00,2018-01-17 09:07:00,0.0,Black,0.7,7.6,7,1,1.0,1
3357,ANSL_50977,2018-07-14 00:00:00,2018-10-23 16:22:00,1.0,Black,0.57,46.14,0,1,0.0,2
3358,ANSL_53729,2014-10-24 00:00:00,2016-12-11 17:14:00,0.0,Brown Tabby,0.25,44.81,13,9,1.0,1
3359,ANSL_51667,2016-05-01 00:00:00,2017-06-14 21:26:00,0.0,Brown Tabby,0.41,30.98,0,1,1.0,1
3360,ANSL_51930,2015-11-24 00:00:00,2017-07-05 17:51:00,1.0,Black,0.69,33.9,0,7,0.0,2
3361,ANSL_62701,2017-07-03 00:00:00,2017-10-11 12:09:00,0.0,Black,0.13,17.52,0,1,1.0,1
3362,ANSL_51230,2012-05-23 00:00:00,2016-12-30 17:06:00,1.0,Brown Brindle,0.3,27.14,0,7,0.0,2
3363,ANSL_51647,2015-07-31 00:00:00,2018-08-26 00:00:00,1.0,Black,0.38,21.69,17,9,0.0,1
3364,ANSL_67081,2018-07-22 00:00:00,2018-10-31 17:01:00,0.0,Calico,0.48,32.69,0,1,1.0,1
3365,ANSL_64436,2007-11-06 00:00:00,2017-11-28 12:05:00,1.0,Black,0.91,41.46,0,1,0.0,2
3366,ANSL_73316,2016-07-09 00:00:00,2016-10-28 17:31:00,1.0,Brown Tabby,0.35,7.42,7,1,0.0,1
3367,ANSL_62470,2018-02-14 00:00:00,2018-07-14 00:00:00,1.0,Black,0.51,19.56,13,9,0.0,2
3368,ANSL_55088,2018-06-13 00:00:00,2018-09-07 16:32:00,1.0,Brown,0.7,44.05,0,1,0.0,2
3369,ANSL_59179,2017-12-12 00:00:00,2018-03-01 15:36:00,2.0,Blue,1.0,33.0,0,1,0.0,1
3370,ANSL_57326,2015-10-21 00:00:00,2016-11-04 14:55:00,1.0,Brown,0.63,31.72,7,1,0.0,2
3371,ANSL_52116,2007-01-15 00:00:00,2017-02-06 19:11:00,0.0,Tricolor,0.47,39.21,0,7,1.0,2
3372,ANSL_65211,2016-01-24 00:00:00,2017-02-18 11:43:00,2.0,Buff,0.11,42.75,13,9,1.0,2
3373,ANSL_50152,2016-06-25 00:00:00,2016-11-16 09:00:00,2.0,White,1.0,42.0,16,9,0.0,1
3374,ANSL_74996,2017-05-14 00:00:00,2018-09-29 19:04:00,1.0,White,0.91,44.05,0,1,0.0,2
3375,ANSL_74832,2017-11-28 00:00:00,2018-03-07 18:24:00,1.0,Blue,0.34,7.81,0,1,0.0,1
3376,ANSL_57194,2016-07-06 00:00:00,2016-09-17 15:32:00,2.0,Brown Tabby,0.33,49.8,13,9,0.0,1
3377,ANSL_70425,2015-01-02 00:00:00,2017-01-28 17:31:00,0.0,Tan,0.14,28.57,0,1,1.0,2
3378,ANSL_75604,2017-06-09 00:00:00,2019-04-13 16:53:00,0.0,Tan,0.15,23.78,0,1,1.0,2
3379,ANSL_56843,2010-03-01 00:00:00,2017-03-19 18:50:00,1.0,White,0.39,18.78,0,7,0.0,2
3380,ANSL_60703,2016-12-19 00:00:00,2018-01-16 13:46:00,1.0,Brown,0.92,12.38,0,1,0.0,2
3381,ANSL_76224,2011-03-20 00:00:00,2019-04-28 12:49:00,2.0,White,0.39,34.98,13,9,1.0,2
3382,ANSL_68892,2017-10-27 00:00:00,2018-03-27 14:23:00,0.0,Black,0.75,27.16,0,1,1.0,1
3383,ANSL_57567,2017-05-17 00:00:00,2017-08-06 13:47:00,2.0,Brown Tabby,0.43,5.12,7,1,1.0,1
3384,ANSL_62656,2004-11-23 00:00:00,2018-01-03 11:14:00,1.0,White,0.19,44.07,13,9,0.0,2
3385,ANSL_71244,2016-02-11 00:00:00,2017-03-07 14:22:00,1.0,Black,0.04,48.71,0,7,0.0,2
3386,ANSL_58093,2018-07-24 00:00:00,2018-11-03 15:45:00,0.0,Tortie,0.88,19.25,0,1,1.0,1
3387,ANSL_66290,2018-04-16 00:00:00,2018-07-17 18:14:00,0.0,White,0.18,43.7,0,1,1.0,2
3388,ANSL_67595,2017-05-28 00:00:00,2017-09-22 16:11:00,0.0,Black,0.59,30.84,0,1,1.0,2
3389,ANSL_74281,2018-07-30 00:00:00,2018-11-11 18:56:00,0.0,Tortie,0.26,17.31,0,1,1.0,1
3390,ANSL_63361,2016-07-03 00:00:00,2016-10-09 12:01:00,2.0,Black,0.17,39.06,13,9,1.0,2
3391,ANSL_50179,2013-09-11 00:00:00,2016-10-06 16:30:00,2.0,Brown,0.32,22.93,13,9,0.0,2
3392,ANSL_62641,2015-03-28 00:00:00,2018-05-21 14:54:00,1.0,Brown Tabby,0.36,11.9,0,1,0.0,1
3393,ANSL_54931,2016-05-18 00:00:00,2016-08-25 17:58:00,0.0,Tan,0.21,8.18,0,1,1.0,2
3394,ANSL_63185,2005-08-26 00:00:00,2018-09-16 00:00:00,0.0,Tan,0.66,38.48,0,7,1.0,2
3395,ANSL_72329,2017-02-09 00:00:00,2017-04-27 17:28:00,1.0,Fawn,0.32,40.2,0,1,0.0,2
3396,ANSL_65176,2015-02-07 00:00:00,2017-03-04 19:38:00,2.0,Orange Tabby,0.42,17.76,16,9,0.0,1
3397,ANSL_66917,2013-03-30 00:00:00,2016-12-20 14:44:00,1.0,Tricolor,0.07,47.54,0,7,0.0,2
3398,ANSL_60139,2011-09-03 00:00:00,2019-03-16 17:47:00,0.0,Blue,0.04,10.23,0,7,1.0,2
3399,ANSL_62533,2014-05-01 00:00:00,2016-10-24 15:50:00,2.0,Tan,0.52,47.07,0,7,0.0,2
3400,ANSL_52473,2018-11-05 00:00:00,2019-02-08 18:15:00,0.0,White,0.1,41.23,0,1,1.0,1
3401,ANSL_72885,2016-07-28 00:00:00,2018-08-24 16:56:00,0.0,Brown Tabby,0.24,43.21,17,9,1.0,1
3402,ANSL_54402,2008-09-09 00:00:00,2018-09-30 17:16:00,0.0,Black,0.83,24.62,0,7,1.0,2
3403,ANSL_64502,2017-10-04 00:00:00,2018-03-04 22:43:00,1.0,Black,0.69,8.0,0,1,0.0,2
3404,ANSL_62859,2016-07-09 00:00:00,2016-11-07 09:57:00,0.0,Orange Tabby,0.89,13.94,7,1,1.0,1
3405,ANSL_75659,2017-03-24 00:00:00,2019-04-14 17:39:00,0.0,Tan,0.92,49.19,0,7,1.0,2
3406,ANSL_66535,2011-01-26 00:00:00,2018-05-30 00:00:00,0.0,Tricolor,0.33,45.93,13,9,1.0,2
3407,ANSL_69398,2018-07-22 00:00:00,2018-10-11 20:39:00,1.0,Orange Tabby,0.08,34.3,7,1,0.0,1
3408,ANSL_66276,2016-08-07 00:00:00,2017-01-01 13:46:00,1.0,Brown Tabby,0.82,7.53,13,9,0.0,1
3409,ANSL_70605,2016-06-27 00:00:00,2018-07-28 11:55:00,1.0,Orange Tabby,0.52,40.42,0,1,0.0,1
3410,ANSL_63567,2014-08-07 00:00:00,2016-08-30 14:40:00,0.0,Brown,0.19,47.21,0,1,1.0,2
3411,ANSL_50165,2018-05-04 00:00:00,2018-08-24 16:58:00,1.0,Brown Tabby,0.94,19.86,0,1,0.0,1
3412,ANSL_55441,2013-03-18 00:00:00,2018-06-16 16:56:00,1.0,White,0.16,19.77,0,7,0.0,2
3413,ANSL_65809,2017-04-11 00:00:00,2018-05-03 09:00:00,0.0,Brown Tabby,0.49,13.25,16,9,1.0,1
3414,ANSL_50762,2016-11-18 00:00:00,2018-12-10 18:16:00,1.0,Black,0.68,46.76,0,7,0.0,2
3415,ANSL_55977,2011-06-30 00:00:00,2017-06-08 13:52:00,1.0,Brown Tabby,0.51,11.39,0,7,0.0,1
3416,ANSL_60186,2013-09-27 00:00:00,2016-12-15 14:51:00,0.0,Red,0.27,41.01,1,4,1.0,2
3418,ANSL_60549,2014-06-29 00:00:00,2017-10-06 18:56:00,1.0,Red,0.67,8.12,0,1,0.0,2
3419,ANSL_62271,2014-07-31 00:00:00,2016-09-02 17:15:00,1.0,Brown,0.36,23.67,0,1,0.0,2
3420,ANSL_57192,2015-01-20 00:00:00,2017-01-14 12:27:00,0.0,White,0.13,18.11,0,1,1.0,2
3421,ANSL_61357,2010-10-09 00:00:00,2016-10-30 18:42:00,1.0,Brown Brindle,0.8,22.22,0,7,0.0,2
3422,ANSL_50440,2016-02-22 00:00:00,2018-06-01 11:47:00,1.0,Yellow,0.69,42.9,0,7,0.0,2
3423,ANSL_51878,2017-12-22 00:00:00,2018-03-29 17:45:00,0.0,Tortie,0.81,37.44,0,1,1.0,1
3424,ANSL_69712,2011-07-22 00:00:00,2018-02-13 12:07:00,1.0,Red,0.86,25.78,0,7,0.0,2
3425,ANSL_51364,2014-11-16 00:00:00,2018-12-15 00:00:00,1.0,Tan,0.87,30.98,13,9,0.0,2
3426,ANSL_62338,2016-07-07 00:00:00,2017-03-30 18:47:00,0.0,Black,0.24,25.42,0,7,1.0,2
3428,ANSL_57208,2016-11-27 00:00:00,2017-12-23 00:00:00,0.0,Black,0.03,39.83,13,9,1.0,2
3429,ANSL_59707,2007-11-26 00:00:00,2017-01-08 11:25:00,1.0,Black,0.08,47.11,0,7,0.0,2
3430,ANSL_71513,2016-09-08 00:00:00,2017-07-19 18:48:00,1.0,Brown,0.02,7.5,0,1,0.0,2
3431,ANSL_68746,2013-10-11 00:00:00,2018-11-10 15:33:00,1.0,Chocolate,0.91,8.05,0,1,0.0,2
3432,ANSL_64286,2014-09-13 00:00:00,2016-10-09 12:41:00,2.0,Black,0.13,42.62,13,9,0.0,2
3433,ANSL_62502,2014-11-23 00:00:00,2017-06-22 12:26:00,0.0,Brown,0.11,36.99,0,1,1.0,2
3434,ANSL_70801,2018-07-08 00:00:00,2018-10-11 19:15:00,0.0,Black,0.31,48.39,7,1,1.0,1
3435,ANSL_50687,2017-10-18 00:00:00,2018-04-10 15:10:00,1.0,Tan,0.08,7.17,0,1,0.0,2
3436,ANSL_53814,2015-11-18 00:00:00,2017-05-09 18:20:00,0.0,White,0.93,41.61,0,7,1.0,2
3437,ANSL_63068,2016-10-22 00:00:00,2017-05-17 17:40:00,0.0,Black,0.44,32.87,0,1,1.0,2
3438,ANSL_50619,2016-08-23 00:00:00,2018-10-27 18:33:00,1.0,Tan,0.76,33.01,0,1,0.0,2
3439,ANSL_61115,2006-07-04 00:00:00,2016-07-28 18:29:00,2.0,Red,0.57,16.17,13,9,0.0,2
3440,ANSL_61288,2015-02-03 00:00:00,2018-02-24 17:53:00,2.0,Black,0.26,38.18,0,7,0.0,2
3442,ANSL_57008,2006-12-05 00:00:00,2016-09-04 15:41:00,1.0,Black,0.87,36.07,18,4,0.0,1
3443,ANSL_67062,2017-02-18 00:00:00,2018-03-10 18:03:00,2.0,Black,0.48,36.67,0,7,0.0,0
3444,ANSL_55687,2016-10-13 00:00:00,2017-11-06 17:34:00,0.0,Blue,0.54,19.96,0,1,1.0,2
3445,ANSL_64660,2007-11-28 00:00:00,2017-01-28 19:22:00,0.0,Black,0.25,27.83,0,1,1.0,2
3446,ANSL_56806,2016-07-02 00:00:00,2017-07-27 00:00:00,1.0,Tricolor,0.45,22.32,13,9,0.0,2
3447,ANSL_66973,2016-09-05 00:00:00,2017-07-13 16:09:00,0.0,Red,0.69,22.05,7,1,1.0,2
3448,ANSL_54295,2018-04-22 00:00:00,2018-10-16 18:41:00,0.0,Brown,0.67,17.56,0,1,1.0,2
3449,ANSL_63868,2017-02-06 00:00:00,2017-05-02 17:20:00,0.0,Tan,0.57,14.18,0,1,1.0,2
3450,ANSL_55892,2013-11-12 00:00:00,2016-10-18 19:05:00,1.0,Brown,0.65,30.35,0,7,0.0,2
3451,ANSL_52418,2015-11-29 00:00:00,2018-01-29 16:35:00,0.0,White,0.06,28.96,0,1,1.0,2
3452,ANSL_58948,2016-10-20 00:00:00,2017-04-08 17:41:00,0.0,Black,0.36,29.88,0,1,1.0,1
3453,ANSL_68195,2018-07-19 00:00:00,2018-12-30 18:08:00,2.0,Brown Tabby,0.72,28.85,13,9,0.0,1
3454,ANSL_72714,2018-06-19 00:00:00,2018-09-03 09:53:00,2.0,Tricolor,0.12,43.36,13,9,1.0,2
3455,ANSL_50239,2016-02-28 00:00:00,2017-04-05 16:53:00,1.0,Tan,0.68,7.2,0,1,0.0,2
3456,ANSL_75965,2014-03-29 00:00:00,2019-04-22 14:35:00,1.0,Black,0.36,43.38,13,9,0.0,2
3457,ANSL_75232,2014-04-23 00:00:00,2019-04-05 11:47:00,0.0,White,0.34,25.43,0,7,1.0,2
3458,ANSL_52252,2016-07-17 00:00:00,2016-08-29 18:49:00,,Blue,0.46,39.32,13,9,2.0,1
3459,ANSL_60011,2015-03-14 00:00:00,2016-09-06 18:50:00,1.0,Gray,0.36,47.52,0,7,0.0,2
3460,ANSL_63109,2017-02-05 00:00:00,2017-04-26 18:54:00,2.0,White,0.54,5.74,13,9,1.0,2
3462,ANSL_59993,2018-05-26 00:00:00,2018-08-18 16:26:00,0.0,Brown Brindle,0.38,39.83,0,1,1.0,2
3463,ANSL_61737,2016-05-23 00:00:00,2016-11-11 09:00:00,2.0,Blue Tabby,0.59,5.72,16,9,1.0,1
3464,ANSL_54746,2008-11-23 00:00:00,2016-12-18 15:50:00,2.0,White,0.95,41.48,13,9,1.0,2
3465,ANSL_64980,2018-03-15 00:00:00,2019-02-02 15:19:00,2.0,Black,0.53,42.44,13,9,1.0,2
3466,ANSL_73937,2018-04-07 00:00:00,2018-07-02 11:58:00,1.0,Black,0.28,28.56,7,1,0.0,1
3467,ANSL_51535,2011-03-20 00:00:00,2017-11-14 15:52:00,0.0,White,0.37,47.35,7,1,1.0,1
3468,ANSL_50932,2013-11-21 00:00:00,2016-12-28 15:17:00,1.0,Brown Tabby,0.17,48.75,13,9,0.0,1
3469,ANSL_53426,2015-06-11 00:00:00,2019-02-23 11:39:00,1.0,Brown,0.83,22.8,0,7,0.0,2
3470,ANSL_61572,2016-11-09 00:00:00,2017-02-16 13:14:00,2.0,Black,0.22,34.94,13,9,0.0,1
3471,ANSL_55280,2011-07-12 00:00:00,2016-08-03 15:19:00,2.0,Brown Brindle,0.87,31.2,4,4,0.0,2
3472,ANSL_57170,2016-07-30 00:00:00,2017-07-24 17:58:00,0.0,Brown,0.98,7.37,0,1,1.0,2
3473,ANSL_58312,2017-09-19 00:00:00,2018-10-21 19:43:00,1.0,Black,1.0,46.19,0,1,0.0,2
3474,ANSL_57459,2016-06-28 00:00:00,2019-01-14 16:09:00,1.0,Red,0.29,32.24,0,7,0.0,2
3475,ANSL_73892,2016-07-11 00:00:00,2016-10-01 17:51:00,2.0,White,0.93,37.59,13,9,0.0,2
3476,ANSL_75498,2018-03-19 00:00:00,2019-04-10 16:31:00,0.0,Brown,0.42,18.17,0,1,1.0,2
3477,ANSL_75904,2018-11-11 00:00:00,2019-04-20 19:06:00,0.0,Black,0.9,37.01,0,1,1.0,2
3478,ANSL_51688,2015-04-02 00:00:00,2018-05-31 00:00:00,2.0,Fawn,0.93,21.72,13,9,0.0,2
3479,ANSL_60269,2014-07-21 00:00:00,2017-08-15 12:44:00,0.0,Yellow,0.76,9.21,13,9,1.0,2
3480,ANSL_70928,2016-06-03 00:00:00,2017-05-27 00:00:00,1.0,Gray,0.88,41.64,13,9,0.0,2
3481,ANSL_58305,2017-12-25 00:00:00,2018-03-19 18:12:00,0.0,Blue Tabby,0.52,8.65,0,1,1.0,1
3482,ANSL_74483,2012-01-19 00:00:00,2017-04-20 11:40:00,1.0,Brown,0.99,23.34,0,7,0.0,2
3483,ANSL_55574,2018-08-03 00:00:00,2018-10-28 17:26:00,0.0,Brown Brindle,0.17,19.19,0,1,1.0,2
3484,ANSL_50885,2017-08-03 00:00:00,2017-11-25 09:00:00,1.0,Brown Tabby,0.44,46.62,16,9,0.0,1
3485,ANSL_61009,2018-07-14 00:00:00,2018-12-10 18:18:00,1.0,White,0.53,24.92,0,1,0.0,2
3486,ANSL_73910,2014-11-04 00:00:00,2016-12-03 19:23:00,2.0,Brown Brindle,0.76,30.81,0,1,1.0,2
3487,ANSL_60935,2015-08-07 00:00:00,2016-08-28 17:23:00,2.0,Orange Tabby,0.87,41.64,18,4,0.0,1
3488,ANSL_60972,2015-12-25 00:00:00,2017-01-16 09:00:00,1.0,Blue,0.35,5.3,16,9,0.0,1
3489,ANSL_73828,2014-09-06 00:00:00,2017-01-16 12:46:00,1.0,Tan,0.21,35.95,0,1,0.0,2
3490,ANSL_52336,2014-09-22 00:00:00,2018-10-15 18:52:00,1.0,Red,0.19,24.32,0,7,0.0,2
3491,ANSL_60255,2017-11-06 00:00:00,2018-12-01 17:41:00,2.0,Black,0.66,45.91,0,1,1.0,2
3492,ANSL_69334,2016-12-09 00:00:00,2017-07-05 17:13:00,1.0,Brown,0.29,45.75,12,1,0.0,2
3493,ANSL_61735,2015-11-20 00:00:00,2018-12-13 18:14:00,1.0,Black,0.79,39.57,0,1,0.0,2
3494,ANSL_54521,2018-06-21 00:00:00,2018-10-11 17:36:00,0.0,Black,0.67,48.28,7,1,1.0,1
3495,ANSL_55375,2012-02-28 00:00:00,2018-03-23 00:00:00,1.0,Blue,0.35,16.09,13,9,0.0,1
3496,ANSL_74990,2018-06-26 00:00:00,2018-09-18 18:41:00,0.0,White,0.02,27.51,7,1,1.0,1
3497,ANSL_57938,2009-09-09 00:00:00,2016-09-30 17:48:00,0.0,White,0.09,31.57,13,9,1.0,2
3498,ANSL_62770,2010-11-27 00:00:00,2019-01-19 18:34:00,0.0,Tan,0.65,46.79,13,9,1.0,2
3499,ANSL_74337,2015-08-16 00:00:00,2016-09-08 16:29:00,2.0,White,0.66,17.67,0,7,0.0,2
3500,ANSL_55000,2014-07-16 00:00:00,2016-09-09 17:04:00,1.0,Black,0.83,40.16,0,1,0.0,2
3501,ANSL_74598,2018-02-26 00:00:00,2018-05-31 17:27:00,1.0,Tricolor,0.79,5.17,0,1,0.0,2
3502,ANSL_57917,2015-11-20 00:00:00,2017-01-20 16:58:00,0.0,Brown,0.39,6.97,0,1,1.0,2
3503,ANSL_75929,2010-06-28 00:00:00,2018-04-22 17:54:00,1.0,Tan,0.23,19.08,13,9,0.0,2
3504,ANSL_67596,2017-11-06 00:00:00,2018-01-25 14:13:00,0.0,Brown Tabby,0.11,8.68,0,1,1.0,1
3505,ANSL_65761,2006-08-20 00:00:00,2016-09-23 16:43:00,0.0,Orange Tabby,0.45,31.22,0,1,1.0,1
3506,ANSL_65534,2015-08-24 00:00:00,2017-10-13 18:29:00,1.0,Black,0.27,12.9,0,1,0.0,1
3507,ANSL_50353,2018-04-05 00:00:00,2018-10-01 16:15:00,1.0,White,0.57,10.07,0,1,0.0,4
3508,ANSL_67878,2014-10-16 00:00:00,2019-01-29 16:34:00,0.0,Tan,0.32,39.94,0,7,1.0,2
3509,ANSL_72463,2017-12-18 00:00:00,2018-04-12 18:26:00,1.0,Brown Tabby,0.51,45.02,0,1,0.0,1
3510,ANSL_68182,2016-07-31 00:00:00,2016-10-02 12:57:00,2.0,Brown Tabby,0.22,44.19,13,9,1.0,1
3511,ANSL_50874,2014-11-06 00:00:00,2018-12-02 15:07:00,2.0,Tan,0.08,11.2,13,9,0.0,2
3512,ANSL_52579,2018-10-26 00:00:00,2019-01-20 13:12:00,2.0,Torbie,0.38,48.79,0,1,1.0,1
3514,ANSL_69210,2018-12-02 00:00:00,2019-02-18 17:37:00,1.0,Brown,0.9,8.14,7,1,0.0,2
3515,ANSL_71522,2016-07-07 00:00:00,2016-12-02 07:06:00,0.0,Brown Tabby,0.25,5.62,7,1,1.0,1
3516,ANSL_71011,2016-12-14 00:00:00,2017-08-03 12:34:00,0.0,Brown Tabby,0.51,18.79,0,1,1.0,1
3517,ANSL_55828,2016-09-02 00:00:00,2016-10-15 17:36:00,,Orange Tabby,0.63,42.0,13,9,2.0,1
3518,ANSL_65208,2015-01-06 00:00:00,2017-10-13 15:50:00,0.0,Black,0.7,19.27,0,1,1.0,2
3519,ANSL_66197,2016-04-07 00:00:00,2016-07-16 17:19:00,1.0,Brown,0.98,35.74,0,1,0.0,2
3520,ANSL_57074,2018-06-07 00:00:00,2018-07-29 10:48:00,2.0,Blue Tabby,0.58,32.67,13,9,1.0,1
3521,ANSL_59261,2016-07-24 00:00:00,2017-03-18 15:15:00,0.0,Tortie,0.85,39.35,0,1,1.0,1
3522,ANSL_70211,2018-09-06 00:00:00,2019-02-09 13:14:00,1.0,White,0.28,39.34,7,1,0.0,1
3523,ANSL_70515,2016-10-19 00:00:00,2017-12-14 17:33:00,1.0,Brown Brindle,0.49,14.69,0,1,0.0,2
3524,ANSL_76009,2018-03-21 00:00:00,2019-04-23 16:15:00,0.0,Red,0.2,15.34,0,7,1.0,2
3525,ANSL_71442,2018-10-10 00:00:00,2019-01-11 17:37:00,0.0,Lynx Point,0.09,8.72,0,1,1.0,1
3526,ANSL_61732,2016-02-01 00:00:00,2018-03-07 16:26:00,0.0,White,0.08,17.96,0,1,1.0,2
3527,ANSL_73759,2015-01-06 00:00:00,2018-04-09 17:55:00,1.0,Chocolate,0.1,48.98,13,9,0.0,2
3528,ANSL_59023,2014-07-22 00:00:00,2016-08-12 16:25:00,2.0,Black,0.44,31.63,0,7,1.0,2
3529,ANSL_71511,2017-06-10 00:00:00,2017-09-22 19:01:00,0.0,Brown Tabby,0.14,15.05,0,1,1.0,1
3530,ANSL_73639,2011-05-31 00:00:00,2017-08-04 17:28:00,1.0,Black,0.55,41.82,13,9,0.0,2
3532,ANSL_67300,2017-10-04 00:00:00,2017-11-25 16:26:00,2.0,Orange Tabby,0.39,46.06,13,9,1.0,1
3533,ANSL_51152,2015-08-27 00:00:00,2016-10-20 12:52:00,0.0,Tan,0.95,48.98,0,1,1.0,2
3534,ANSL_68489,2018-09-15 00:00:00,2018-10-16 15:40:00,2.0,Brown Tabby,0.77,26.46,13,9,1.0,1
3535,ANSL_50980,2013-01-20 00:00:00,2016-09-04 17:16:00,0.0,Brown Brindle,0.3,16.17,0,7,1.0,2
3536,ANSL_73680,2017-02-02 00:00:00,2017-05-10 14:02:00,0.0,Black,0.21,10.71,0,1,1.0,1
3537,ANSL_53743,2017-10-09 00:00:00,2017-11-30 19:22:00,2.0,Cream Tabby,0.43,33.49,13,9,0.0,1
3538,ANSL_64516,2015-10-12 00:00:00,2017-02-17 18:36:00,0.0,Black,0.61,26.75,0,1,1.0,1
3539,ANSL_73456,2008-09-12 00:00:00,2016-10-14 14:51:00,0.0,Black,0.55,44.38,0,1,1.0,2
3540,ANSL_69302,2015-08-10 00:00:00,2016-09-04 19:19:00,1.0,Black,0.4,46.39,0,1,0.0,2
3541,ANSL_74030,2010-02-14 00:00:00,2017-03-09 12:50:00,2.0,Buff,0.47,19.79,0,7,0.0,2
3542,ANSL_51559,2017-07-04 00:00:00,2017-10-04 18:23:00,1.0,Orange Tabby,0.12,16.63,0,1,0.0,1
3543,ANSL_52021,2014-06-16 00:00:00,2016-07-18 13:14:00,0.0,Black,0.16,15.51,13,9,1.0,1
3544,ANSL_59682,2018-01-29 00:00:00,2018-03-20 13:47:00,2.0,Black,0.55,24.81,13,9,1.0,2
3545,ANSL_52447,2013-08-09 00:00:00,2016-09-01 18:27:00,1.0,Tan,0.83,13.77,0,7,0.0,2
3547,ANSL_62036,2018-07-15 00:00:00,2018-12-10 18:49:00,1.0,Orange Tabby,0.72,27.15,0,1,0.0,1
3548,ANSL_63606,2016-02-04 00:00:00,2017-02-26 17:37:00,1.0,Black,0.37,7.34,0,7,0.0,2
3549,ANSL_56631,2016-10-13 00:00:00,2017-01-20 17:50:00,0.0,Red,0.64,15.98,0,1,1.0,2
